职位名称,详细链接,公司名称,工作地点,薪资,发布时间,职位信息
python开发,https://jobs.51job.com/shanghai-hkq/117622468.html?s=01&t=0,深圳市若昕科技有限公司,上海-虹口区,2-3万/月,03-26,"工作职责：&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;1.&nbsp;负责公司devops平台的研发。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2.&nbsp;负责公司监控平台二次研发工作。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3.&nbsp;负责devops同k8s对接。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;职位要求：&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;1.&nbsp;熟悉python&nbsp;+&nbsp;django&nbsp;框架。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2.&nbsp;熟悉vue，&nbsp;bootstrap,&nbsp;jquery，ajax等前端框架。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3.&nbsp;实施过devops平台&nbsp;以及cmdb数据库的设计。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4.&nbsp;能够基于各种python开源框架做二次开发。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;5.&nbsp;有reset&nbsp;api设计经验。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6.&nbsp;有k8s&nbsp;运维经验优先。&nbsp;&nbsp;"
课程开发--Scratch/Python,https://jobs.51job.com/shanghai-jdq/115855494.html?s=01&t=0,上海印立教育科技有限公司,上海-嘉定区,1-1.5万/月,03-26,&nbsp;&nbsp;研究Scratch or Python在少儿人工智能课程及其相关技术应用，结合公司培训项目设计单节课程的知识点和讲解框架参与公司培训项目中关于Scratch or Python的课程研发设计工作，包括课程的选题、研发和分析，并对相关辅助教学产品进行研发根据公司战略发展规划，收集行业相关数据并汇总分析；并根据分析数据主动改进教学方法，完善教学体系对培训师进行课程内容的培训，以及标准化培训产品的研发&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;岗位要求：&nbsp;&nbsp;计算机、现代教育技术等相关专业本科以上学历（优秀者学历可放宽）对创客教育，STEAM教育有所了解或有志向该领域发展的精通至少一种编程语言，1年以上Scratch or Python少儿编程课程研发经验熟悉少儿编程课程研发，擅长动手实践，能够制作相关创意类模型。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
Python开发工程师,https://jobs.51job.com/shanghai-mhq/103615284.html?s=01&t=0,上海犇众信息技术有限公司,上海-闵行区,1.2-2万/月,03-26,"工作内容：参与公司产品及项目研发，分析业务需求，设计并实现后端功能模块职位要求：1、两年以上后端开发经验, 熟悉python/golang/node中的一门或多门语言，对所熟悉语言的语言特性有较深入了解2、良好的计算机基础知识，熟悉常用的数据结构和算法3、熟悉mysql、mongodb、redis等常见的sql/nosql/内存数据库使用与优化4、拥有良好的代码风格，对并发编程、调度、web服务开发有实战经验，熟悉web开发框架5、熟悉Linux，对服务端部署架构、nginx等web服务部署有项目实战经验，并且熟悉相关优化6、思维清晰，沟通能力和理解能力强7、工作认真仔细，责任心强加分项：1、熟悉docker的使用2、有socket编程经验3、有安全攻防相关经验"
python 后端开发,https://jobs.51job.com/shanghai-jdq/114938660.html?s=01&t=0,瑞博恩互联网金融信息服务（上海）...,上海-嘉定区,6.5-9.5千/月,03-26,1、本科及以上学历2、熟练使用python。3、熟练掌握Flask或Django等Python web开发框架，能独立搭建nginx+uwsgi服务器。4、熟练掌握数据库技术，包括但不限于Mysql、Redis、MongoDB。5、熟悉前端HTML，能调用已有的前端框架构建模块。6、熟悉Linux，WebServer的部署。7、有基本的爬虫能力。8、有良好的自学分析问题能力。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
Python开发工程师,https://jobs.51job.com/shanghai/120395604.html?s=01&t=0,上海伦伟实业有限公司,上海,1.2-1.5万/月,03-26,任职资格：1、&nbsp;大学本科或以上，计算机相关专业毕业；2、&nbsp;熟练掌握面向对象的思想，熟悉Python、JAVA等语言，熟悉Linux操作系统，具有2年及以上相关开发经验;3、&nbsp;有过软件集成开发或二开经验者优先录用;4、&nbsp;熟悉各种通信协议和消息传输协议；5、&nbsp;具有软件系统需求分析和概要设计能力；6、&nbsp;性格开朗，善于沟通，表达能力要好需要跟其他部门人员沟通。
Python 开发工程师,https://jobs.51job.com/shanghai-pdxq/120139836.html?s=01&t=0,上海思华科技股份有限公司,上海-浦东新区,0.8-1.5万/月,03-26,岗位职责：开发基于B/S架构的应用软件；任职要求：1. 掌握Python语法；2. 熟练使用Django，Flask和Tornado等网络框架3. 了解常用的ORM库，例如SQLAlchemy4. 有 Vue.js/JQuery等前端开发经验者优先5. 本科及以上学历，计算机、软件工程、信息管理、计算机应用等理、工专业；
python开发,https://jobs.51job.com/shanghai-hkq/117623816.html?s=01&t=0,上海雍米计算机科技有限公司,上海-虹口区,2-3万/月,03-26,"工作职责：&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;1.&nbsp;负责公司devops平台的研发。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2.&nbsp;负责公司监控平台二次研发工作。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3.&nbsp;负责devops同k8s对接。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;职位要求：&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;1.&nbsp;熟悉python&nbsp;+&nbsp;django&nbsp;框架。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2.&nbsp;熟悉vue，&nbsp;bootstrap,&nbsp;jquery，ajax等前端框架。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3.&nbsp;实施过devops平台&nbsp;以及cmdb数据库的设计。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4.&nbsp;能够基于各种python开源框架做二次开发。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;5.&nbsp;有reset&nbsp;api设计经验。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6.&nbsp;有k8s&nbsp;运维经验优先。&nbsp;&nbsp;"
Python开发工程师,https://jobs.51job.com/shanghai-pdxq/75013335.html?s=01&t=0,上海进馨网络科技有限公司（纳米盒...,上海-浦东新区,1.5-3万/月,03-26,"工作内容：1.&nbsp;参与软件项目周期的大部分工作，包括分析、设计、开发及后续部署运维等工作；&nbsp;2.&nbsp;能够根据项目的实际需要，进行技术方案的分析、选型；&nbsp;3.&nbsp;发现和解决系统开发中存在的技术问题，解决关键的技术难题；岗位要求：1、本科及以上学历，计算机、软件工程、信息管理、计算机应用等理、工专业；2、五年以上Python开发经验,三年以上python服务端开发经验；3、熟练掌握Django或者其他Python Web开发框架，熟悉html、js、css、jquery等web开发者优先；4、具备数据库设计能力，熟练掌握MySql者优先；5、熟悉twisted框架，了解TCP/IP、网络、多线程、多进程、协程编程、异步编程模型，了解线程安全和线程可见性，能编写正确且高效的并发代码；6、熟悉Linux操作系统，熟悉Apache/Tomcat/Ngnix等Web Server的部署和应用；7、具备良好的编码习惯及开发文档书写习惯；8、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。办公地址：浦东新区盛夏路500号1号楼（靠近广兰路地铁站）"
Python开发工程师,https://jobs.51job.com/shanghai-pdxq/118308129.html?s=01&t=0,优维科技（深圳）有限公司,上海-浦东新区,1.1-2万/月,03-26,岗位要求1.&nbsp;具有运维开发或者运维平台建设经验者优先考虑2.&nbsp;熟悉多种开源组件：Nginx、tomcat、Jenkins、Git、Maven、Memcached、Redis、Mysql/SQL等；3.&nbsp;熟悉Linux系统管理维护，熟悉HTTP协议、TCP/IP网络协议；4.&nbsp;有运维开发经验，精通一门以上脚本语言（shell/perl/python等），熟悉java/C/C++等开发语言一种及以上；5.&nbsp;有云平台运维经验者优先（阿里云、AWS&nbsp;等）、熟悉&nbsp;Docker&nbsp;容器技术者优先6.&nbsp;熟悉持续集成，持续部署等领域经验者优先，具备相关工具以及流水线建设经验者***，7、客户现场支持需要短期出差，有出差补助等福利补偿
中级后端工程师(python/odoo）,https://jobs.51job.com/shanghai-sjq/107147430.html?s=01&t=0,上海存融工业装备技术有限公司,上海-松江区,1.5-2万/月,03-26,工作使命Job Mission:&nbsp;&nbsp; 开发新产品，实现后端软件功能，解决技术难点。主要工作任务Main Tasks：1. 使用Odoo框架进行后端软件应用开发。2.对开发完成的软件进行测试，包括但不限于单元测试，集成测试，压力测试等。3.对开发完成的软件编写相关文档。4.根据项目相关需求，去现场进行相关软件的调试，测试以及实施工作。任职要求Job Qualification: 1.本科及以上学历，计算机、自动化、通信等相关专业；2.2年及以上Odoo软件开发经验或实习；3.掌握Python开发工具集及Ansible &amp; docker 自动化运维工具4.了解工厂生产工艺的优先考虑 
Python工程师,https://jobs.51job.com/beijing-cyq/120488993.html?s=01&t=0,医药魔方,异地招聘,1-2万/月,03-26,1、负责文本分类、语义理解、情感分析等NLP任务的研发工作；2、负责NLP算法系统的开发和优化。岗位要求：&nbsp;&nbsp;&nbsp;&nbsp;1、国内外知名学校的硕士研究生及以上学历；具有计算机、电子、数学等相关专业背景&nbsp; &nbsp;2、具备良好的编码能力，数据结构和算法功底；&nbsp; &nbsp;3、熟悉Linux开发环境，熟练掌握Python等编程语言；&nbsp; &nbsp;4、熟悉restful风格接口规范&nbsp; &nbsp;5、熟悉NLP方向的理论及常用工具，有深度学习相关NLP项目经验的优先
python自动化测试工程师（游戏项目）,https://jobs.51job.com/shanghai-ypq/120392011.html?s=01&t=0,宁波比孚信息科技有限公司,上海-杨浦区,1-1.5万/月,03-26,1.熟练使用一种以上自动化测试框架，有实际的自动化测试经验2.熟练使用一种以上编程语言（python，java优先）3.能够独立搭建环境，独立完成ui自动化脚本的编写和执行4.熟悉计算机网络相关知识5.具有较强的抗压能力，能够接受一定程度的加班6.服从上级领导管理，能够严格遵守公司的工作规范7.本科以上学历，计算机相关专业优先
python开发,https://jobs.51job.com/shanghai-pdxq/118924590.html?s=01&t=0,上海煜暖实业有限公司,上海-浦东新区,6-8千/月,03-26,岗位职责:1.后端实现，保障稳定性、性能。包括需求分析分解、设计、开发;2.与产品其他部分联动，使用规范的流程思维，定义接口设计并跟进完成;3.处理服务端开发中的常见问题;任职要求:1.计算机等相关专业的专科以上学历；2.熟练使用 Python 及 Linux环境，Redis、MySQL数据；3.熟悉敏捷开发；4.具备良好的团队合作和沟通能力，具备良好的学习钻研能力；福利待遇：1、【薪资】转正6-1W，一年后年薪10-15万。2、【保险】五险一金3、【涨薪与发展】年底2-6月奖金，并两个月调一次薪。4、【其他福利】定期体检，月度聚餐，节日旅游，生日奖5、【工作时间】五天工作制，早9点-晚18：00，周末双休
实习生（Python开发）,https://jobs.51job.com/shanghai/119951678.html?s=01&t=0,上海百胜软件股份有限公司,上海,1-5千/月,03-26,
python后台开发工程师,https://jobs.51job.com/shanghai/111226523.html?s=01&t=0,上海嘉柒网络科技有限公司,上海,1-1.5万/月,03-26,岗位职责：1、参与公司产品的开发，能够完成上级部署的开发任务；2、根据开发计划，负责公司平台功能模块的详细设计、开发和单元测试工作；3、解决产品部署实施过程遇到的技术问题。岗位要求：1、熟悉Python语言，有3年以上系统开发和设计经验；2、了解ansible、shell脚本；2、有一定云计算基础，了解openstack，cloudstack优先；3、熟悉Linux系统，熟悉网络原理；4、了解KVM、Xen等虚拟化技术，曾使用eucalyptus、openstack、opennebula等开源软件构建云计算管理平台者优先；5、英语阅读能力强。造师资格证书或认证的工程师优先。
python开发,https://jobs.51job.com/shanghai-xhq/115310459.html?s=01&t=0,上海坤雷实业有限公司,上海-徐汇区,6-8千/月,03-26,1、大专及以上学历2、熟悉使用python。3、了解Flask或Django等Python web开发框架，能独立搭建nginx+uwsgi服务器。4、熟悉掌握数据库技术，包括但不限于Mysql、Redis、MongoDB。5、熟悉前端HTML，能调用已有的前端框架构建模块。6、熟悉Linux，WebServer的部署。7、有基本的爬虫能力。8、有良好的自学分析问题能力。
软件开发工程师（Python）,https://jobs.51job.com/shenzhen-nsq/118492627.html?s=01&t=0,富璟科技（深圳）有限公司,异地招聘,0.6-1.2万/月,03-26,"朝九晚六、周末双休、入职购买五险一金岗位职责：1.在RPA项目实施中，完成RPA的定制化开发部分；2. 在开发过程中，确保产品的功能、性能和拓展满足交付条件；3.定期对令才RPA进行效能重构，开发可用性高的新功能；4.完成上级交付的其余合理工作。任职要求：1. 两年以上工作经验,掌握至少一种编程语言，例如 C#或.NET、VBA、Python技术；2. 出色的问题分析和解决能力；3. 熟悉软件开发流程和方法；4. 中英文沟通表达能力良好；5.可以接受较强工作压力，可以接受出差和远程办公的优先考虑。上班地址可选：深圳南山/广州天河/上海闵行区企业福利：1、公司实行五天朝九晚六工作制，双休制度；2、五险一金齐全，商业保险，丰厚年终奖；3、丰富多彩的团队拓展活动、员工生日会、员工体检和营养早餐等；4、优越的，透明可见和快速（上升）的职业发展道路；5、高于同行薪酬制度，丰厚奖励、公司福利；6、公司不定期的专业技巧及个人素质提升培训。"
Python开发工程师,https://jobs.51job.com/shanghai-pdxq/119981957.html?s=01&t=0,上海大智慧股份有限公司,上海-浦东新区,1.5-2万/月,03-26,岗位职责：1. 开发大智慧App和PC客户端上推荐相关业务的接口2. 开发个性化消息推送业务3.&nbsp;开发个性化信息流业务岗位要求：1. 熟悉Python的基本数据结构、能够开发多线程、多进程或异步的程序，了解装饰器、生成器等常用技巧2. 能够熟练使用Falcon/Sanic/Flask/Django中任意一种框架开发Web服务3. 熟悉MySQL/Mongo/Redis/Kafka的使用和基本的性能优化4. 了解Etcd，了解docker容器技术5.&nbsp;熟悉Elasticsearch搜索技术的优先6.&nbsp;一年以上相关工作经验，本科学历。
Python高级开发工程师,https://jobs.51job.com/shanghai-hkq/119893009.html?s=01&t=0,上海韦地计算机科技有限公司,上海-虹口区,1.5-2万/月,03-26,"1、负责公司用户端业务接口的功能开发和代码维护，能独立完成子系统和功能模块开发，编写完整的接口文档；2、根据需求制定技术方案，项目计划以及开发,学习研究，并将之应用到工作当中3、根据产品需求，进行系统设计和编码,&nbsp;持续对系统架构进行改造和优化4、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；岗位要求：1、3年及以上Python开发经验，熟练Flask，Django, Scrapy，Sanic, Sqlalchemy，Celery，gui等主流框架,&nbsp;深入理解框架实现原理及特性,&nbsp;熟练使用python的常用库,&nbsp;熟悉网络爬虫2、熟悉Internet常用协议，如HTTP、TCP/IP、熟悉MySQL、Redis等，具备数据库应用、设计能力3、理解并能应用RESTFul规范,具备较强的编程能力和良好的编码风格4、熟练掌握Python语言及web相关技术栈5、善于团队合作与管理，对新技术有强烈的探索欲望，责任心强，能够承受工作压力，有强烈的责任心6、了解异步框架Async,集群与负载均衡,消息中间件等技术"
Python工程师,https://jobs.51job.com/shanghai-cnq/119488897.html?s=01&t=0,上海乐言信息科技有限公司,上海-长宁区,1.5-2万/月,03-26,"●岗位职责：1. 负责完成公司产品功能的研发任务2. 独立完成快速迭代与交付。●任职资格：1. 计算机相关专业，3年以上python 开发经验（***有flask使用经验）2. 熟练掌握MySQL，Redis，Elasticsearch, Kafka 等常用组件3. 有一定编程技巧，习惯写测试4. 有独立开发／debug 的能力5. 良好与人沟通的能力。●任职资格：加分项：1. 熟悉前端开发，有react开发能力甚佳2. 有成熟设计rest api 的能力。"
Python高级开发工程师,https://jobs.51job.com/shanghai-pdxq/120349450.html?s=01&t=0,上海富欣智能交通控制有限公司,上海-浦东新区,1.5-2万/月,03-26,岗位职责   1.设计服务器后端系统框架设计，添加新功能和部署服务  2.负责公司数据中台产品开发；独立完成Python / Django设计与开发  3.负责公司流处理组件的技术储备，设计和开发，基于 Spark Streaming、Flink框架构建实时数据处理平台；  任职要求  1.本科或研究生毕业，3年以上Python语言开发经验  2. 熟悉至少一种python web开发框架（如django/flask/trnado等）  3. 熟悉 Linux 以及服务器端常用软件的  4. 熟悉 MongoDB/MySQL/Redis 等数据库  5. 有tensorflow、keras、tflearn等相关机器学习框架开发经验优先考虑.   6. 熟悉分布式系统设计范型，有大规模系统设计和工程实现的经验 ；  7.能承担高负荷的工作，有良好的团队合作精神和自我管理能力，责任心强、工作敬业、有很强的开拓精神  8．具有Spark Streaming、Flink项目开发经验者优先     
Python工程师,https://jobs.51job.com/shanghai/102367533.html?s=01&t=0,上海奥腾计算机科技有限公司,上海,1.5-2万/月,03-26,职位描述：1. 负责分布式数据分析平台的开发与维护；2. 根据性能瓶颈对海量数据存储与分析算法进行优化。3. 负责系统模块的开发、设计和维护、业务需求系统分析，提出技术研究及可行性报告4. 结合需求设计高扩展性、高性能、安全、稳定、可靠的技术系统5.协助高级算法工程师完成对搜索引擎的维护及改造；&nbsp;任职资格1. 计算机相关专业本科以上学历，1-2年以上相关开发工作经验；2. 熟练Python，Linux Shell，MySQL数据库，拥有优秀的数据库设计能力；3. 熟悉Odoo；4. 具备一定的数据统计能力；有过爬虫项目的优先；了解搜索引擎（ElasticSearch），推荐算法的优先；5. 有缓存(Memcached/Redis)、全文检索(Solr/Lucene)、NoSQL(MongoDB)、消息队列(RabbitMQ\ActiveMQ)、mongodb，ElasticSearch实际使用经验的优先6. 有大数据（Hadoop，Spark）经验优先；7. 良好的沟通表达能力和团队合作精神。8. 具有自主能动性，思维活跃，能对产品提出自己的意见
